,State_Name,State_ab,Lat,Lon,Mean,Median,Stdev,easting,northing,zone_number,zone_letter
20419,New York,NY,40.9531024,-73.8230109,95673,74441,68142,599057.7100098177,4534217.926233756,18,T
20420,New York,NY,40.892505799999995,-73.7883035,74752,64710,50450,602072.0154125723,4527530.918950472,18,T
20421,New York,NY,40.925013299999996,-73.7781676,87170,61003,72449,602875.4689258682,4531151.493423903,18,T
20422,New York,NY,40.9575165,-73.72932349999999,109442,81383,81326,606935.6786854711,4534818.356127109,18,T
20423,New York,NY,41.0071859,-73.681938,113763,88843,78430,610840.3709672871,4540391.385159785,18,T
20424,New York,NY,41.0537565,-73.75582370000001,88006,60153,74674,604553.2165687967,4545470.186420532,18,T
20425,New York,NY,41.002244700000006,-73.73434909999999,164324,172947,76161,606440.7895860464,4539777.627843022,18,T
20426,New York,NY,40.9974144,-73.8371374,167847,193667,84554,597803.2961553491,4539121.187045233,18,T
20427,New York,NY,41.027900200000005,-73.83071540000002,149251,154545,84936,598298.1033968914,4542512.719281198,18,T
20429,New York,NY,41.11685870000001,-73.7604532,158331,167462,79891,604064.5585625037,4552469.920999434,18,T
20430,New York,NY,41.2482114,-73.64076429999999,140701,134017,85680,613885.3024751701,4567202.21825645,18,T
20431,New York,NY,41.1583129,-73.8703996,60381,44027,55251,594774.2812669163,4556946.449199527,18,T
20432,New York,NY,41.2947461,-73.9288811,71084,55985,56081,589680.9309562799,4572030.752877859,18,T
20433,New York,NY,41.3033025,-73.8737265,98626,85945,74357,594286.5778184802,4573039.114590907,18,T
20434,New York,NY,41.325981899999995,-73.7277119,123184,120060,75380,606473.5965501236,4575725.868754966,18,T
20436,New York,NY,42.6034394,-76.948305,63311,50312,51599,340176.80890210916,4718618.741511295,18,T
20437,New York,NY,42.66441270000001,-73.75150409999999,52477,43259,61629,602315.5743378819,4724305.023659109,18,T
20438,New York,NY,42.6905365,-73.82837640000001,41249,300000,8104,595975.5150906096,4727115.731758217,18,T
20440,New York,NY,42.669076399999994,-73.763715,42473,35355,26687,601307.2906311014,4724808.1914665075,18,T
20441,New York,NY,42.6559725,-73.7688498,31280,18929,32651,600907.706534654,4723346.942024185,18,T
20442,New York,NY,42.6609261,-73.79886579999999,83977,72834,52620,598439.6852435688,4723861.6189907575,18,T
20443,New York,NY,42.6690192,-73.8204195,64362,300000,25306,596660.6769806178,4724735.433725382,18,T
20444,New York,NY,42.635018200000005,-73.78527690000001,42586,37867,39777,599594.7141793098,4721000.627448302,18,T
20445,New York,NY,42.6407094,-73.7559718,22675,13486,25396,601988.1643864347,4721667.522802983,18,T
20446,New York,NY,42.7702924,-73.6881176,67002,58799,48415,607327.5829626804,4736141.124832367,18,T
20447,New York,NY,42.7753767,-73.7222622,78728,75736,48423,604525.5594955337,4736662.840720437,18,T
20448,New York,NY,42.728903100000004,-73.7009417,52444,56625,30404,606349.1519710886,4731528.784405903,18,T
20449,New York,NY,42.7642175,-73.74201670000001,112476,300000,64695,602927.996796669,4735399.367036289,18,T
20450,New York,NY,43.2650824,-76.6645742,60071,54233,42208,364906.82833091286,4791597.594676717,18,T
20451,New York,NY,42.7808641,-73.7775287,122977,117079,70310,599995.5870007344,4737205.191887969,18,T
20452,New York,NY,42.6911799,-73.72618809999999,68728,64190,42246,604345.4731795464,4727308.32223685,18,T
20453,New York,NY,42.7469391,-73.8808746,89149,300000,34507,591591.9877362996,4733320.634317132,18,T
20454,New York,NY,42.7168235,-73.84395500000001,72624,300000,44765,594659.4040574334,4730017.176676507,18,T
20455,New York,NY,42.6930948,-73.7942738,83442,300000,55057,598765.0661565285,4727439.119155068,18,T
20456,New York,NY,42.62158779999999,-73.8637582,72342,53199,51374,593180.0189223874,4719419.846865289,18,T
20457,New York,NY,42.564770700000004,-73.78205990000001,79396,64043,67373,599970.7312263523,4713203.951567379,18,T
20458,New York,NY,42.632367200000004,-73.95299399999999,104111,89789,68711,585847.1533626658,4720522.3948135935,18,T
20459,New York,NY,42.7294529,-73.91097950000001,95357,300000,47370,589153.1540091839,4731346.651884197,18,T
20460,New York,NY,42.690718100000005,-73.9305259,130622,300000,70109,587607.428088206,4727024.9207954,18,T
20461,New York,NY,42.8173942,-76.56777559999999,76199,64089,49945,371834.1846796799,4741728.997393262,18,T
20462,New York,NY,42.688948700000005,-73.9123118,77955,58274,60372,589102.0048682276,4726847.48641775,18,T
20465,New York,NY,42.2649384,-77.85888709999999,66769,53827,50719,264208.94507011294,4683150.867697295,18,T
20468,New York,NY,40.808786700000006,-73.8514252,0,0,0,596876.4809933602,4518165.563435796,18,T
20469,New York,NY,40.800999,-73.90937290000001,48705,38649,34835,591999.5506209364,4517238.634437861,18,T
20470,New York,NY,40.8175801,-73.8660962,43173,12093,65732,595626.4042251467,4519125.600267849,18,T
20471,New York,NY,40.8070025,-73.9208749,22914,12477,26384,591021.0821419491,4517893.068572927,18,T
20473,New York,NY,40.8225183,-73.87823359999999,49662,31427,41418,594595.7751994239,4519660.613334722,18,T
20474,New York,NY,40.8202946,-73.8633435,55747,37031,63342,595854.6461801673,4519429.941915972,18,T
20475,New York,NY,40.8113856,-73.9194099,28497,17284,46089,591138.6548811016,4518381.153077177,18,T
20476,New York,NY,40.8136213,-73.91703759999999,48186,25538,60492,591335.6755702202,4518631.804767848,18,T
20477,New York,NY,40.824996999999996,-73.8778533,26459,16691,37066,594624.3221151943,4519936.182475021,18,T
20478,New York,NY,40.8256291,-73.8824329,36467,18706,47553,594237.2480822654,4520001.416297747,18,T
20479,New York,NY,40.832611799999995,-73.8790757,42851,33837,39885,594510.4283910887,4520780.176880415,18,T
20480,New York,NY,40.8332756,-73.8755275,52401,42682,41949,594808.6538344489,4520857.698420365,18,T
20481,New York,NY,40.8330289,-73.8722067,32663,17684,32766,595089.0012327088,4520833.911199478,18,T
20482,New York,NY,40.819502299999996,-73.9181767,27488,13246,37400,591231.5455320438,4519283.461525436,18,T
20484,New York,NY,40.8298152,-73.8656233,43781,22766,50496,595648.7047995715,4520484.326101342,18,T
20485,New York,NY,40.8146752,-73.909389,27989,16771,27767,591979.3045566841,4518756.7954164045,18,T
20486,New York,NY,40.833375,-73.8676557,45164,35436,50627,595472.2259892086,4520877.280800164,18,T
20487,New York,NY,40.815792,-73.9048714,27935,25952,27075,592358.7650533195,4518885.520855778,18,T
20488,New York,NY,40.8156088,-73.8477354,58121,53077,34723,597177.7476212749,4518926.963585729,18,T
20489,New York,NY,40.819672,-73.8972847,43186,35427,34848,592993.1894301735,4519324.258156212,18,T
20490,New York,NY,42.62158779999999,-73.8637582,107330,83494,75156,593180.0189223874,4719419.846865289,18,T
20491,New York,NY,40.808938500000004,-73.8407005,19304,10069,18071,597780.8505598168,4518194.322700604,18,T
20492,New York,NY,40.80568220000001,-73.8856083,40044,25682,40991,593997.635661915,4517783.720280554,18,T
20493,New York,NY,40.8254505,-73.8495052,68610,300000,52375,597014.1437991471,4520017.523226948,18,T
20494,New York,NY,40.8072371,-73.8749566,0,0,0,594893.8959003165,4517967.804040858,18,T
20496,New York,NY,40.8282758,-73.8888941,34183,25872,27449,593688.6810713809,4520288.295934048,18,T
20497,New York,NY,40.8226294,-73.89873399999999,23024,17849,17018,592866.840710291,4519651.019499642,18,T
20498,New York,NY,40.8092732,-73.8185512,112048,300000,56576,599648.5662034211,4518256.421239847,18,T
20499,New York,NY,40.8217346,-73.7910026,92283,83666,61917,601953.104194835,4519671.439131705,18,T
20500,New York,NY,40.821296600000004,-73.823337,41949,17415,45388,599226.9838290652,4519585.701774725,18,T
20501,New York,NY,40.836535,-73.9043915,26220,18017,22044,592370.4488215966,4521188.688821508,18,T
20502,New York,NY,40.826380900000004,-73.82490959999998,84835,69686,67165,599086.7966846287,4520148.328054222,18,T
20503,New York,NY,40.8248672,-73.8186182,83824,77842,61961,599619.5809837474,4519987.426230126,18,T
20504,New York,NY,40.8368465,-73.8850152,27427,16048,26244,594003.6492549217,4521243.878370527,18,T
20505,New York,NY,40.840480799999995,-73.9021708,28191,22734,20669,592552.1898133103,4521629.053324976,18,T
20507,New York,NY,40.8308225,-73.9136512,38123,18183,43389,591597.614995358,4520544.827020656,18,T
20508,New York,NY,40.834835,-73.9151867,39622,27223,38007,591462.6291205683,4520988.647286076,18,T
20509,New York,NY,40.832265,-73.9181384,29505,22501,23584,591217.2841822833,4520700.276457103,18,T
20510,New York,NY,40.837415899999996,-73.82928129999999,83850,70862,58988,598701.7875248754,4521368.385182568,18,T
20511,New York,NY,40.831723,-73.93020729999999,44386,32558,37721,590200.4106255258,4520627.614773836,18,T
20512,New York,NY,40.8304774,-73.9225235,56121,300000,43079,590849.9877995094,4520497.28051107,18,T
20513,New York,NY,40.83674370000001,-73.92544699999999,48073,39900,45864,590594.9504214488,4521189.869950574,18,T
20514,New York,NY,40.8384912,-73.8475792,40740,27747,41200,597157.5140833748,4521467.299494038,18,T
20515,New York,NY,40.8513727,-73.9194855,48205,22733,54781,591077.5383150444,4522820.007816692,18,T
20516,New York,NY,40.8408055,-73.85827940000001,58164,50577,36876,596252.0429988725,4521712.397102522,18,T
20517,New York,NY,42.0864045,-76.8251795,63865,48846,55716,349044.99463610916,4660981.505683661,18,T
20518,New York,NY,40.8384785,-73.8565158,68804,50097,56978,596404.096903747,4521456.016958837,18,T
20519,New York,NY,40.8454981,-73.91994770000001,27010,11127,43693,591046.6197545918,4522167.391167856,18,T
20520,New York,NY,40.8480444,-73.9167104,30108,20769,25695,591316.0277417055,4522453.424463806,18,T
20521,New York,NY,40.8371927,-73.86227190000001,52263,44012,43691,595920.6597737002,4521306.962509041,18,T
20522,New York,NY,40.837407,-73.86974029999999,34524,23385,30424,595290.6878721633,4521322.601542209,18,T
20523,New York,NY,40.835687799999995,-73.855205,52227,37813,47096,596518.6572439646,4521147.665776475,18,T
20524,New York,NY,40.8564763,-73.8654305,37198,31452,30605,595626.6284123613,4523444.175964615,18,T
20525,New York,NY,40.8401399,-73.910972,53380,37183,57092,591810.664327749,4521581.948971091,18,T
20526,New York,NY,40.846092799999994,-73.9072191,37632,21822,46999,592118.8150153452,4522246.716889907,18,T
20527,New York,NY,40.84621920000001,-73.9024562,32585,22539,31904,592520.1474565848,4522265.768457735,18,T
20528,New York,NY,42.1672451,-76.8243943,54084,44758,37951,349301.7246017398,4669956.420950588,18,T
20529,New York,NY,40.8521471,-73.90457190000001,22761,16624,18180,592333.5661413146,4522921.589357284,18,T
20530,New York,NY,40.86004260000001,-73.89957059999999,42947,35601,41568,592744.1196427686,4523803.351174142,18,T
20531,New York,NY,40.8589133,-73.9028682,26721,18335,22491,592467.7637869688,4523674.5005504005,18,T
20532,New York,NY,40.8531471,-73.9061863,31998,22485,21043,592196.0996425747,4523030.8982137395,18,T
20533,New York,NY,40.8528793,-73.9154618,28840,18834,32070,591414.6345112284,4522991.446831024,18,T
20534,New York,NY,40.8553409,-73.85840970000001,79194,53572,66977,596220.027486153,4523325.825511657,18,T
20535,New York,NY,40.8565412,-73.90773359999999,10748,7729,7392,592060.9783351147,4523406.048302945,18,T
20536,New York,NY,40.8605351,-73.9089405,29321,20106,26260,591953.7298722409,4523848.141887004,18,T
20537,New York,NY,40.864766700000004,-73.9044668,36800,25031,31267,592324.8997527391,4524322.598415029,18,T
20538,New York,NY,40.8474521,-73.83410529999999,66366,59936,45130,598280.2456755335,4522477.078080701,18,T
20539,New York,NY,42.533025099999996,-75.52718420000001,57505,44772,46187,456706.0618948451,4709094.798302922,18,T
20540,New York,NY,40.8693519,-73.9012276,36673,25256,30138,592591.497148854,4524835.021556173,18,T
20541,New York,NY,40.8738945,-73.9032292,41258,38041,24241,592416.5057123909,4525337.180536473,18,T
20542,New York,NY,40.8430282,-73.8126025,97472,300000,45291,600099.54035376,4522010.331301889,18,T
20543,New York,NY,40.8825609,-73.8972673,56356,42803,47221,592906.7591208719,4526305.5496109165,18,T
20544,New York,NY,40.8864295,-73.90256690000001,58842,57188,48302,592454.867843917,4526729.391936694,18,T
20545,New York,NY,40.8542921,-73.8514721,112491,300000,71152,596806.308025079,4523217.043936887,18,T
20546,New York,NY,40.879277200000004,-73.91587870000001,117099,300000,72965,591343.2102028409,4525921.437346498,18,T
20547,New York,NY,40.8849265,-73.91184150000001,100274,93295,70835,591675.576186398,4526552.78756491,18,T
20548,New York,NY,40.8832399,-73.9179338,113492,102611,72539,591164.6156380754,4526359.194447795,18,T
20549,New York,NY,40.8931511,-73.91057430000001,93265,300000,73965,591770.9723330588,4527467.130597647,18,T
20550,New York,NY,44.9662826,-73.4368949,62284,51385,51174,623268.8675184544,4980393.262655787,18,T
20551,New York,NY,40.862061600000004,-73.8424492,77676,61940,64832,597555.4381195176,4524089.549642737,18,T
20552,New York,NY,40.905341799999995,-73.90758050000001,97935,93413,60339,592006.2726298559,4528823.569749283,18,T
20553,New York,NY,40.8617366,-73.86313009999999,41604,27438,41050,595812.9391555353,4524030.636162477,18,T
20554,New York,NY,40.8633818,-73.86894129999999,57479,52923,35555,595320.8153837798,4524206.927368891,18,T
20555,New York,NY,40.8684895,-73.8688853,24566,11247,32329,595318.2100494136,4524773.994383612,18,T
20556,New York,NY,40.868440500000005,-73.86292320000001,54669,40108,47793,595820.7121011702,4524775.062991283,18,T
20557,New York,NY,40.9040602,-73.89869,93618,84750,71654,592756.8566957114,4528690.686309078,18,T
20558,New York,NY,40.89506970000001,-73.8999975,82551,300000,53147,592659.2786656711,4527691.260943271,18,T
20559,New York,NY,40.8739753,-73.8426047,48440,300000,26368,597524.8496461838,4525411.919108272,18,T
20560,New York,NY,40.8445438,-73.88275759999999,13978,7298,15172,594183.092049378,4522100.776722177,18,T
20561,New York,NY,44.693449799999996,-73.45595240000002,30288,21040,33186,622341.9120552499,4950057.015763662,18,T
20562,New York,NY,40.845408299999995,-73.88577690000001,41094,28664,35176,593927.3408187251,4522193.502471133,18,T
20563,New York,NY,40.8425596,-73.8929199,40352,19524,52782,593329.1822330729,4521869.634660539,18,T
20564,New York,NY,40.873802500000004,-73.8632803,58347,47636,43889,595782.8904596503,4525369.908815516,18,T
20565,New York,NY,40.850306200000006,-73.892669,28376,13976,28517,593339.462729258,4522729.848661244,18,T
20566,New York,NY,40.8515742,-73.8987777,31910,27469,24434,592822.7673161307,4522864.116703881,18,T
20567,New York,NY,40.852011299999994,-73.9011562,54857,46186,44589,592621.6695776434,4522910.120907867,18,T
20568,New York,NY,40.8561826,-73.89250559999999,34126,19939,32268,593344.9872599016,4523382.360136891,18,T
20569,New York,NY,40.8796354,-73.84840009999999,60146,53431,41795,597028.2400808913,4526033.808744262,18,T
20570,New York,NY,40.8564001,-73.88499770000001,37971,27610,37351,593977.4936381918,4523414.534569181,18,T
20571,New York,NY,40.8832885,-73.8647381,45041,39835,33503,595646.3930782992,4526421.358614568,18,T
20572,New York,NY,42.407900299999994,-73.4617626,85317,76733,58262,626577.7443028094,4696212.5927440375,18,T
20573,New York,NY,40.886479200000004,-73.8633993,36492,22500,40356,595754.590108382,4526777.023494673,18,T
20574,New York,NY,40.8618648,-73.8853878,27435,14715,33029,593936.8922265101,4524020.751463795,18,T
20575,New York,NY,40.86042379999999,-73.89476490000001,28358,23207,18105,593148.6169577985,4523850.7690380225,18,T
20576,New York,NY,40.8678463,-73.8921974,45766,28694,43071,593354.5837550381,4524677.474302373,18,T
20577,New York,NY,40.8861691,-73.8513487,52723,34053,60422,596770.2819863214,4526755.853504559,18,T
20578,New York,NY,40.865878,-73.8889613,43746,38514,39279,593630.0676936689,4524462.428965373,18,T
20579,New York,NY,40.869144399999996,-73.88699720000001,34451,27800,28377,593790.9810439412,4524827.13416981,18,T
20580,New York,NY,40.8755828,-73.8871372,44537,32522,45251,593770.0978972308,4525541.7114479635,18,T
20581,New York,NY,40.903552399999995,-73.854095,65888,42013,52463,596513.6402850345,4528682.552398015,18,T
20582,New York,NY,40.897115500000005,-73.8584637,36660,33679,32346,596155.0029118829,4527963.177175597,18,T
20583,New York,NY,42.23008,-73.79552009999999,65821,53268,56253,599392.7362251435,4676024.481105495,18,T
20584,New York,NY,40.8930261,-73.8598556,30797,13147,37586,596043.6716592346,4527507.68161514,18,T
20585,New York,NY,40.877068200000004,-73.877321,55713,41149,53677,594595.1139650124,4525717.167252479,18,T
20586,New York,NY,40.8710473,-73.8790905,43187,28272,46673,594454.5739480336,4525046.8755793525,18,T
20587,New York,NY,40.874949900000004,-73.87429250000001,46427,32894,52017,594853.3191516843,4525485.291440579,18,T
20588,New York,NY,40.8795983,-73.871616,41988,29717,31541,595072.1965207815,4526004.215020733,18,T
20589,New York,NY,40.895230100000006,-73.8812755,46590,300000,23908,594236.137159677,4527729.0604735855,18,T
20590,New York,NY,40.8995005,-73.8437344,73678,300000,42589,597392.2212961584,4528244.2284618,18,T
20591,New York,NY,40.9003682,-73.8641477,86124,98945,55485,595671.5262439881,4528318.031030079,18,T
20592,New York,NY,40.8824438,-73.84264809999999,78583,62412,71359,597508.763158136,4526351.962576635,18,T
20593,New York,NY,40.8794276,-73.83410620000001,21283,17640,16599,598232.9062686968,4526026.6838569185,18,T
20594,New York,NY,42.671995,-75.98422579999999,62457,50509,43942,419351.6477174467,4724860.974552533,18,T
20595,New York,NY,40.8695935,-73.7958478,0,0,0,601471.4693786828,4524978.634705578,18,T
20596,New York,NY,42.1072646,-75.9413012,47925,34405,43862,422174.3719936165,4662114.480553482,18,T
20597,New York,NY,42.1180749,-75.89859759999999,34977,23926,26969,425717.70846549596,4663276.759716033,18,T
20598,New York,NY,42.11073,-75.87371949999999,57706,49875,25006,427765.9249545534,4662439.904096271,18,T
20599,New York,NY,42.102773799999994,-75.9246835,35275,19563,29959,423542.91936518555,4661600.853442687,18,T
20600,New York,NY,42.0949492,-75.9245083,18516,16807,12169,423548.00688986166,4660731.913644814,18,T
20601,New York,NY,42.7294529,-73.91097950000001,104642,89903,65256,589153.1540091839,4731346.651884197,18,T
20602,New York,NY,42.082058,-75.90419720000001,71987,300000,55364,425212.50135947764,4659282.607716363,18,T
20603,New York,NY,42.1961172,-76.016638,69267,63958,46450,416063.04247506993,4672051.470408775,18,T
20604,New York,NY,42.379304299999994,-76.05599690000001,59141,51358,39453,413065.679427095,4692431.364000072,18,T
20605,New York,NY,42.1953666,-75.9266761,60107,61184,36668,423489.7533384101,4671883.5150297275,18,T
20606,New York,NY,42.491344399999996,-75.9623665,59952,49714,43419,420914.8291967483,4704780.6339654,18,T
20607,New York,NY,42.17950379999999,-75.650355,58456,55903,43208,446290.6686464448,4669911.318683194,18,T
20608,New York,NY,42.0638261,-75.67241829999999,62465,59393,36642,444367.46695123106,4657081.515902312,18,T
20609,New York,NY,42.0407205,-75.8350383,71306,300000,57459,430887.9649989118,4654634.66110168,18,T
20610,New York,NY,42.130533500000006,-75.91815749999999,60129,300000,55540,424115.6512573733,4664677.265888121,18,T
20611,New York,NY,42.113195700000006,-76.02795959999999,69860,63616,47408,415017.40978946124,4662855.596014083,18,T
20612,New York,NY,42.137958700000006,-76.07703029999999,85449,300000,54118,410995.30328908976,4665655.092773006,18,T
20613,New York,NY,42.1103346,-76.05161030000001,44445,28107,33675,413058.246884499,4662561.717287541,18,T
20614,New York,NY,42.0990091,-76.0642047,39871,31831,32635,412001.3320080584,4661317.108112621,18,T
20615,New York,NY,42.1141366,-75.9591539,43418,36653,23962,420706.8846898452,4662893.912281093,18,T
20616,New York,NY,42.136332700000004,-75.9646183,52708,300000,35377,420282.97250203433,4665363.495825583,18,T
20617,New York,NY,42.2721121,-74.92654350000001,112500,300000,9129,506057.50584103883,4679991.850474826,18,T
20618,New York,NY,42.0850219,-76.0305707,69632,45533,59466,414763.81867928477,4659729.985654284,18,T
20619,New York,NY,42.0335405,-76.045135,90454,300000,63650,413489.3681455072,4654028.532287795,18,T
20628,New York,NY,41.8642607,-73.8195747,100825,83141,72292,597968.2735210294,4635378.974162614,18,T
20629,New York,NY,43.1677843,-76.5390298,65360,52620,44602,374897.0973968507,4780596.864478762,18,T
20630,New York,NY,42.9949698,-76.6525354,81255,300000,44855,365292.23687487916,4761581.1405114,18,T
20631,New York,NY,42.6891179,-76.35683420000001,62657,52715,42491,388849.9000577185,4727185.228219378,18,T
20632,New York,NY,42.8173942,-76.56777559999999,80625,65999,51080,371834.1846796799,4741728.997393262,18,T
20633,New York,NY,42.945451899999995,-76.58239520000001,33105,27876,27635,370906.3337801253,4755972.038402701,18,T
20634,New York,NY,42.936578000000004,-76.548585,42079,44877,28710,373646.51045321993,4754935.231028543,18,T
20635,New York,NY,42.918237,-76.5774991,46847,41498,34242,371249.08019171737,4752942.315363256,18,T
20639,New York,NY,41.5362786,-73.91625440000001,87731,77675,56397,590402.5732465506,4598858.82260714,18,T
20649,New York,NY,42.1035539,-76.804201,35459,22425,32515,350820.33131701313,4662848.866466709,18,T
20650,New York,NY,41.690605700000006,-73.81474870000001,115983,105622,67750,598634.5735235987,4616104.056196844,18,T
20651,New York,NY,42.0864045,-76.8251795,46504,33881,38299,349044.99463610916,4660981.505683661,18,T
20652,New York,NY,42.079369299999996,-76.7917729,34387,300000,24226,351791.66846197646,4660141.870826526,18,T
20653,New York,NY,42.073594299999996,-76.8122272,41335,34824,31756,350086.11615531566,4659536.310687143,18,T
20654,New York,NY,42.138489899999996,-76.9137559,76579,300000,42277,341848.4258251989,4666925.206366534,18,T
20655,New York,NY,42.1672451,-76.8243943,44637,38379,33852,349301.7246017398,4669956.420950588,18,T
20656,New York,NY,42.1577249,-76.77887340000001,79480,66787,53306,353039.9193539289,4668819.923305274,18,T
20657,New York,NY,42.0977881,-76.8452641,100110,82001,70199,347411.09707048454,4662281.177457003,18,T
20658,New York,NY,42.064682299999994,-76.82246479999999,52066,44123,41171,349218.09916551906,4658564.764230012,18,T
20659,New York,NY,42.6939737,-75.48121440000001,50785,49702,31247,460582.8760489559,4726944.25070362,18,T
20660,New York,NY,42.533025099999996,-75.52718420000001,41668,30981,31229,456706.0618948451,4709094.798302922,18,T
20661,New York,NY,41.7460942,-73.79057519999999,76791,67194,49874,600559.7330991942,4622292.702261253,18,T
20662,New York,NY,42.592133600000004,-75.4207779,66823,66701,45671,465477.08382253937,4715609.339389557,18,T
20663,New York,NY,42.458192,-75.7308689,57543,300000,31907,439907.1910322512,4700909.53373868,18,T
20664,New York,NY,42.370661600000005,-75.7399595,72155,57383,56343,439075.0817213607,4691196.831021287,18,T
20665,New York,NY,44.9662826,-73.4368949,69084,55011,56693,623268.8675184544,4980393.262655787,18,T
20666,New York,NY,44.9014661,-73.6691956,53593,42147,40579,605067.4086619334,4972866.029804208,18,T
20667,New York,NY,44.7881932,-73.5029266,74274,63649,55088,618426.3126367023,4960511.877338477,18,T
20668,New York,NY,44.727797100000004,-73.39441590000001,68558,72556,43702,627142.5051672369,4953966.667656896,18,T
20669,New York,NY,44.6943354,-73.4744018,74071,63923,55672,620878.2352669269,4950127.842019653,18,T
20670,New York,NY,44.6597454,-73.5844214,82523,300000,58481,612227.7526998628,4946128.136556454,18,T
20671,New York,NY,44.581070600000004,-73.56366259999999,79062,300000,59954,614027.4421110138,4937417.702286527,18,T
20672,New York,NY,41.603212,-73.93281640000001,89987,71121,64981,588929.1537626289,4606272.761646262,18,T
20673,New York,NY,44.6510708,-73.4406978,45768,34154,36734,623640.7006578915,4945372.522399334,18,T
20674,New York,NY,42.4255821,-73.5820765,114504,300000,77514,616644.4366080174,4698003.694685754,18,T
20675,New York,NY,42.3168749,-73.755319,68292,61708,43975,602569.2966995933,4685709.5626783455,18,T
20676,New York,NY,42.2292405,-73.521396,86635,73983,62753,622015.3073697304,4676287.317472802,18,T
20677,New York,NY,42.23008,-73.79552009999999,40519,35173,32600,599392.7362251435,4676024.481105495,18,T
20678,New York,NY,42.1389438,-73.7971179,71953,58859,66933,599403.5687302019,4665903.321612981,18,T
20679,New York,NY,42.0606071,-73.713148,79003,69599,55809,606473.7671034441,4657306.48102076,18,T
20680,New York,NY,42.7079288,-76.1728673,87055,70534,68906,403949.4182609493,4729048.462003174,18,T
20681,New York,NY,42.5870167,-76.1131464,68488,67164,41633,408663.49779224664,4715555.810474052,18,T
20682,New York,NY,42.6048946,-76.19219609999999,50358,37137,50007,402205.15247621026,4717629.333505346,18,T
20683,New York,NY,41.6042347,-73.85927990000002,101451,91103,62427,595055.5946894017,4606464.7106634565,18,T
20684,New York,NY,42.5983802,-76.23459009999999,101487,300000,53396,398717.01052149694,4716955.818882994,18,T
20685,New York,NY,42.4779417,-76.1628829,69536,51785,52596,404416.242556739,4703498.85055547,18,T
20686,New York,NY,42.3808093,-74.86113929999999,61178,50593,49851,511431.29270789766,4692067.790564079,18,T
20687,New York,NY,42.3067057,-75.2760262,47386,46193,38272,477250.2601931328,4683867.206184943,18,T
20688,New York,NY,42.1735179,-75.12695,24505,14313,21074,489514.913362933,4669049.809529981,18,T
20689,New York,NY,42.3066571,-74.7172235,56633,53981,34962,523306.10958252376,4683863.636042785,18,T
20690,New York,NY,42.160370799999995,-74.62807540000001,39097,30082,38496,530724.4712358344,4667649.194853896,18,T
20691,New York,NY,41.8303067,-73.5344503,89140,300000,65571,621696.7661092696,4631973.790395409,18,T
20692,New York,NY,41.588,-73.69587320000001,132844,300000,67370,608699.6934248263,4604855.190879792,18,T
20693,New York,NY,41.6999367,-73.5656742,46380,39792,39262,619345.3336350108,4617455.263128556,18,T
20694,New York,NY,41.4973177,-73.9757369,77515,65998,62989,585491.9278958477,4594472.785241483,18,T
20695,New York,NY,41.609896299999996,-73.8010737,75739,300000,50047,599897.2340560773,4607159.049226405,18,T
20696,New York,NY,41.513470700000006,-73.8077327,86452,300000,55633,599490.194665499,4596445.87311997,18,T
20697,New York,NY,41.4724347,-73.9618303,64289,56233,42832,586685.8441710299,4591724.090192267,18,T
20698,New York,NY,41.5339425,-73.8927543,71335,60052,56562,592366.2294949195,4598624.320075203,18,T
20699,New York,NY,41.7697276,-73.8850699,103716,94177,56498,592668.6780664168,4624810.508936185,18,T
20700,New York,NY,41.6787749,-73.76561219999999,111244,300000,74538,602742.5236437656,4614847.968789948,18,T
20701,New York,NY,41.9780963,-73.7830124,83979,66710,57022,600823.388395201,4648060.522431042,18,T
20702,New York,NY,41.5636087,-73.5993385,66055,54448,51969,616790.0417398851,4602273.245556775,18,T
20703,New York,NY,41.7690471,-73.78908059999999,80217,72246,60326,600648.1319084776,4624842.841862066,18,T
20704,New York,NY,41.7091414,-73.87561529999999,68835,52505,54176,593542.4125317056,4618094.080122063,18,T
20705,New York,NY,41.5981561,-73.9169449,65388,54243,47504,590258.8013572232,4605727.918114749,18,T
20706,New York,NY,41.6616506,-73.89465870000001,112721,300000,68695,592025.742900389,4612800.89168123,18,T
20707,New York,NY,41.6333135,-73.9003757,101483,300000,69097,591589.8947438232,4609648.692009064,18,T
20708,New York,NY,42.00323710000001,-73.845828,101004,93690,65945,595581.6228057805,4650779.897164685,18,T
20709,New York,NY,41.928804,-73.91028370000001,83986,300000,68538,590348.8344465732,4642445.609315829,18,T
20710,New York,NY,41.6042347,-73.85927990000002,100057,300000,62962,595055.5946894017,4606464.7106634565,18,T
20711,New York,NY,41.5639685,-73.9530965,92507,86939,62968,587292.0197250681,4601895.126009303,18,T
20712,New York,NY,42.479476500000004,-74.1786077,67997,51025,52447,567512.903444883,4703341.007972958,18,T
20713,New York,NY,41.7845676,-73.694326,89591,74584,69880,608497.844946315,4626681.285224656,18,T
20714,New York,NY,41.4973177,-73.9757369,96291,300000,54054,585491.9278958477,4594472.785241483,18,T
20715,New York,NY,41.7105131,-73.9238613,48809,29346,44607,589526.6600202562,4618195.083189737,18,T
20716,New York,NY,41.6872212,-73.9269228,81028,300000,70767,589304.184448079,4615605.914409655,18,T
20718,New York,NY,41.6780635,-73.908516,90824,55518,78714,590848.9481077553,4614608.42692633,18,T
